ACCIDENT_NO,ANY_TRAILER,NUM_VEHICLES
T20130005269,0,2
T20130005270,0,2
T20130005272,0,2
T20130005274,0,1
T20130005275,0,2
T20130005279,0,2
T20130005280,0,2
T20130005282,0,1
T20130005287,0,3
T20130005289,0,2
T20130005294,0,3
T20130005295,0,2
T20130005296,0,1
T20130005297,0,2
T20130005298,0,2
T20130005303,0,3
T20130005304,0,1
T20130005305,0,2
T20130005309,0,2
T20130005311,0,2
T20130005315,0,2
T20130005316,0,1
T20130005318,0,2
T20130005323,0,2
T20130005324,0,1
T20130005325,0,2
T20130005326,0,1
T20130005327,0,3
T20130005328,0,2
T20130005329,0,2
T20130005332,0,3
T20130005333,0,1
T20130005334,1,2
T20130005336,0,1
T20130005339,0,2
T20130005340,0,3
T20130005341,0,3
T20130005343,0,1
T20130005344,0,1
T20130005345,0,1
T20130005346,0,4
T20130005348,0,1
T20130005349,0,1
T20130005351,0,2
T20130005353,1,1
T20130005356,0,1
T20130005358,0,2
T20130005359,0,2
T20130005360,0,3
T20130005362,0,2
T20130005364,0,1
T20130005366,0,1
T20130005367,0,1
T20130005368,0,2
T20130005371,0,2
T20130005373,0,2
T20130005375,0,2
T20130005376,0,2
T20130005381,0,1
T20130005382,0,2
T20130005384,0,2
T20130005386,0,1
T20130005387,0,2
T20130005388,0,2
T20130005390,0,2
T20130005393,0,4
T20130005394,0,2
T20130005396,0,3
T20130005399,0,1
T20130005403,0,1
T20130005404,0,2
T20130005407,0,2
T20130005411,0,1
T20130005413,0,1
T20130005414,0,2
T20130005416,0,2
T20130005418,0,2
T20130005421,0,2
T20130005423,0,1
T20130005424,0,2
T20130005426,0,2
T20130005427,0,2
T20130005430,0,2
T20130005432,0,1
T20130005433,0,2
T20130005434,0,2
T20130005435,0,2
T20130005438,0,2
T20130005440,0,2
T20130005444,0,4
T20130005446,0,1
T20130005448,0,2
T20130005449,0,2
T20130005452,0,3
T20130005453,0,2
T20130005456,0,2
T20130005457,0,2
T20130005463,0,1
T20130005464,0,1
T20130005467,0,2
T20130005468,0,1
T20130005472,0,1
T20130005473,0,2
T20130005474,0,2
T20130005475,0,2
T20130005476,1,3
T20130005479,0,3
T20130005484,0,1
T20130005485,0,2
T20130005486,0,1
T20130005487,0,3
T20130005488,0,1
T20130005491,0,3
T20130005492,0,2
T20130005493,0,2
T20130005494,0,1
T20130005495,0,2
T20130005500,0,1
T20130005501,0,2
T20130005502,0,2
T20130005505,0,2
T20130005507,0,1
T20130005508,0,2
T20130005510,0,2
T20130005513,0,2
T20130005514,0,1
T20130005516,0,2
T20130005517,0,1
T20130005520,0,3
T20130005523,0,3
T20130005524,0,1
T20130005525,0,1
T20130005526,0,2
T20130005527,0,3
T20130005528,0,1
T20130005530,0,2
T20130005531,0,1
T20130005532,0,2
T20130005534,0,2
T20130005536,0,2
T20130005537,0,2
T20130005538,0,2
T20130005539,0,1
T20130005540,0,2
T20130005542,0,2
T20130005543,0,1
T20130005545,0,2
T20130005547,0,2
T20130005550,0,1
T20130005551,0,1
T20130005552,0,3
T20130005554,0,2
T20130005555,0,1
T20130005556,0,1
T20130005558,0,1
T20130005559,0,2
T20130005560,1,2
T20130005566,0,1
T20130005568,0,2
T20130005569,0,2
T20130005570,0,1
T20130005572,0,2
T20130005574,0,2
T20130005578,0,1
T20130005584,0,2
T20130005585,0,3
T20130005586,0,1
T20130005588,0,2
T20130005589,0,1
T20130005592,0,2
T20130005594,0,1
T20130005595,0,2
T20130005599,0,1
T20130005602,0,2
T20130005604,0,1
T20130005605,0,2
T20130005608,0,1
T20130005610,0,1
T20130005611,0,2
T20130005613,0,2
T20130005620,0,1
T20130005622,0,3
T20130005623,0,1
T20130005624,0,2
T20130005626,0,2
T20130005627,0,2
T20130005628,0,2
T20130005630,0,1
T20130005632,0,1
T20130005634,0,1
T20130005638,0,2
T20130005640,0,1
T20130005641,0,2
T20130005644,0,3
T20130005645,1,2
T20130005648,0,2
T20130005649,0,2
T20130005650,1,2
T20130005655,0,2
T20130005656,0,1
T20130005657,0,1
T20130005663,0,1
T20130005664,0,1
T20130005665,0,2
T20130005668,0,1
T20130005669,0,1
T20130005670,0,1
T20130005671,0,3
T20130005672,0,2
T20130005674,0,1
T20130005676,0,2
T20130005680,0,2
T20130005681,0,1
T20130005682,1,2
T20130005685,0,2
T20130005687,0,1
T20130005688,0,2
T20130005690,0,2
T20130005691,0,2
T20130005697,0,1
T20130005701,0,2
T20130005702,0,2
T20130005704,0,1
T20130005705,0,1
T20130005708,0,1
T20130005712,0,1
T20130005715,0,2
T20130005718,0,1
T20130005719,0,3
T20130005720,0,1
T20130005723,0,1
T20130005724,0,1
T20130005725,0,2
T20130005727,0,1
T20130005728,0,2
T20130005729,0,2
T20130005730,0,2
T20130005732,0,3
T20130005734,0,2
T20130005737,0,3
T20130005738,0,2
T20130005740,0,2
T20130005743,0,2
T20130005744,0,2
T20130005746,0,3
T20130005747,0,3
T20130005748,0,4
T20130005750,0,2
T20130005751,0,2
T20130005753,0,3
T20130005754,0,1
T20130005756,0,2
T20130005757,0,1
T20130005758,0,2
T20130005759,0,2
T20130005760,0,1
T20130005761,0,2
T20130005764,0,1
T20130005766,0,1
T20130005767,0,2
T20130005768,0,3
T20130005769,0,1
T20130005772,0,1
T20130005773,0,1
T20130005774,0,2
T20130005775,0,1
T20130005776,0,2
T20130005777,0,2
T20130005778,0,2
T20130005779,0,2
T20130005780,0,2
T20130005784,0,1
T20130005787,0,2
T20130005791,0,1
T20130005792,0,1
T20130005793,0,2
T20130005795,0,1
T20130005796,0,2
T20130005797,0,1
T20130005802,0,2
T20130005803,0,2
T20130005804,0,2
T20130005805,0,2
T20130005807,0,2
T20130005808,0,2
T20130005809,0,1
T20130005811,1,2
T20130005813,0,2
T20130005814,0,2
T20130005816,0,2
T20130005817,0,2
T20130005818,0,2
T20130005819,0,2
T20130005821,0,1
T20130005822,0,3
T20130005824,1,2
T20130005828,0,2
T20130005831,0,2
T20130005833,0,2
T20130005835,0,2
T20130005836,0,2
T20130005838,0,2
T20130005843,0,3
T20130005844,0,2
T20130005846,0,2
T20130005847,0,4
T20130005848,0,2
T20130005850,0,3
T20130005851,0,1
T20130005852,0,5
T20130005854,1,1
T20130005855,0,2
T20130005856,0,2
T20130005857,0,1
T20130005859,0,1
T20130005860,0,2
T20130005862,0,2
T20130005866,0,1
T20130005870,0,2
T20130005872,0,1
T20130005873,0,2
T20130005874,0,4
T20130005875,0,2
T20130005876,0,2
T20130005877,0,2
T20130005878,0,1
T20130005880,0,1
T20130005883,0,2
T20130005886,0,2
T20130005888,0,2
T20130005891,0,2
T20130005892,0,2
T20130005893,0,2
T20130005894,0,1
T20130005898,0,3
T20130005899,0,2
T20130005901,0,5
T20130005902,0,2
T20130005903,0,1
T20130005906,0,1
T20130005907,0,2
T20130005908,0,2
T20130005909,0,1
T20130005910,0,2
T20130005911,0,2
T20130005912,0,2
T20130005914,0,1
T20130005916,0,2
T20130005921,0,3
T20130005922,0,1
T20130005925,0,2
T20130005926,0,2
T20130005928,0,2
T20130005929,0,2
T20130005930,0,3
T20130005931,0,2
T20130005935,0,2
T20130005938,0,1
T20130005939,0,1
T20130005940,0,2
T20130005941,0,2
T20130005944,0,2
T20130005945,0,2
T20130005947,0,2
T20130005948,0,2
T20130005949,0,2
T20130005951,0,2
T20130005952,0,2
T20130005953,0,2
T20130005954,0,2
T20130005959,0,1
T20130005960,0,1
T20130005962,0,2
T20130005965,0,1
T20130005966,0,1
T20130005968,0,1
T20130005970,0,1
T20130005971,0,2
T20130005972,0,1
T20130005973,0,2
T20130005974,0,3
T20130005975,0,3
T20130005976,0,2
T20130005977,0,3
T20130005978,0,1
T20130005980,0,4
T20130005981,0,1
T20130005982,1,1
T20130005983,0,2
T20130005984,0,2
T20130005988,0,2
T20130005991,1,2
T20130005993,0,2
T20130005995,0,1
T20130005997,0,2
T20130005999,0,4
T20130006000,0,2
T20130006001,0,2
T20130006002,0,2
T20130006013,0,2
T20130006014,0,1
T20130006016,0,1
T20130006017,1,2
T20130006018,0,3
T20130006021,0,2
T20130006022,0,2
T20130006025,0,1
T20130006027,0,2
T20130006028,0,2
T20130006030,0,1
T20130006031,0,4
T20130006032,0,1
T20130006034,0,2
T20130006036,0,2
T20130006037,0,1
T20130006039,0,2
T20130006041,0,2
T20130006042,0,1
T20130006044,0,2
T20130006049,0,2
T20130006050,0,2
T20130006051,0,2
T20130006054,0,2
T20130006055,0,2
T20130006056,0,1
T20130006057,0,2
T20130006061,0,1
T20130006062,0,2
T20130006063,0,2
T20130006066,0,1
T20130006068,0,1
T20130006074,0,2
T20130006076,0,2
T20130006078,0,1
T20130006079,0,2
T20130006081,0,2
T20130006084,0,2
T20130006087,0,1
T20130006090,0,2
T20130006091,0,2
T20130006092,0,2
T20130006101,0,2
T20130006103,0,4
T20130006104,0,1
T20130006108,0,2
T20130006109,0,2
T20130006111,0,1
T20130006112,0,1
T20130006114,0,1
T20130006115,0,2
T20130006117,0,1
T20130006118,0,1
T20130006120,0,2
T20130006122,0,1
T20130006123,0,1
T20130006124,0,2
T20130006128,0,2
T20130006130,0,1
T20130006132,0,1
T20130006133,0,1
T20130006135,0,1
T20130006137,0,2
T20130006138,0,1
T20130006140,0,1
T20130006141,0,1
T20130006142,0,1
T20130006143,0,1
T20130006144,0,2
T20130006145,0,2
T20130006146,0,2
T20130006147,1,3
T20130006148,0,1
T20130006151,0,2
T20130006152,0,2
T20130006153,0,1
T20130006154,0,2
T20130006155,0,1
T20130006156,0,2
T20130006161,0,1
T20130006162,0,1
T20130006163,0,3
T20130006164,0,7
T20130006166,0,2
T20130006167,0,1
T20130006169,0,2
T20130006173,0,1
T20130006174,0,3
T20130006176,0,2
T20130006177,0,1
T20130006178,0,1
T20130006179,0,2
T20130006180,0,1
T20130006181,0,2
T20130006182,0,2
T20130006184,0,2
T20130006187,0,2
T20130006188,0,1
T20130006191,0,1
T20130006193,0,1
T20130006194,0,3
T20130006195,0,1
T20130006198,0,2
T20130006199,0,2
T20130006203,0,2
T20130006206,0,1
T20130006208,0,5
T20130006210,0,1
T20130006213,0,2
T20130006217,0,1
T20130006218,0,1
T20130006220,0,3
T20130006221,0,2
T20130006223,0,1
T20130006224,0,2
T20130006225,0,2
T20130006228,0,2
T20130006230,0,1
T20130006232,0,2
T20130006233,0,2
T20130006234,0,4
T20130006236,0,2
T20130006237,0,2
T20130006239,0,1
T20130006241,0,1
T20130006243,0,1
T20130006244,0,2
T20130006245,0,3
T20130006248,0,1
T20130006249,0,2
T20130006252,0,3
T20130006254,0,2
T20130006255,0,2
T20130006256,0,2
T20130006258,0,2
T20130006259,0,3
T20130006261,0,1
T20130006262,0,1
T20130006263,0,2
T20130006264,0,2
T20130006265,0,2
T20130006266,0,2
T20130006267,0,1
T20130006269,0,2
T20130006270,0,2
T20130006272,0,2
T20130006273,1,1
T20130006275,0,2
T20130006276,0,2
T20130006278,0,2
T20130006279,0,2
T20130006281,0,2
T20130006283,0,1
T20130006284,0,1
T20130006285,0,4
T20130006286,0,2
T20130006289,0,2
T20130006291,0,1
T20130006294,0,2
T20130006295,0,2
T20130006296,0,3
T20130006297,0,1
T20130006299,0,1
T20130006302,0,1
T20130006304,0,3
T20130006306,0,2
T20130006307,0,1
T20130006308,0,2
T20130006309,0,1
T20130006310,0,2
T20130006311,0,1
T20130006314,0,2
T20130006315,0,2
T20130006318,0,1
T20130006319,0,1
T20130006321,0,1
T20130006322,0,3
T20130006325,0,2
T20130006326,0,1
T20130006327,0,2
T20130006328,0,1
T20130006329,0,2
T20130006332,0,2
T20130006334,0,3
T20130006342,0,2
T20130006343,0,2
T20130006344,0,1
T20130006347,0,3
T20130006350,0,2
T20130006351,0,2
T20130006352,0,2
T20130006353,0,2
T20130006354,0,1
T20130006355,0,2
T20130006356,0,2
T20130006357,0,1
T20130006359,0,1
T20130006360,0,3
T20130006364,0,2
T20130006365,0,2
T20130006366,0,2
T20130006370,0,1
T20130006375,0,1
T20130006377,0,2
T20130006378,0,3
T20130006379,0,3
T20130006380,0,2
T20130006382,0,2
T20130006383,0,3
T20130006384,0,2
T20130006386,0,2
T20130006387,0,2
T20130006388,0,1
T20130006389,0,2
T20130006390,0,1
T20130006397,0,1
T20130006399,0,1
T20130006400,0,1
T20130006402,0,1
T20130006403,0,2
T20130006404,0,2
T20130006405,0,2
T20130006406,0,1
T20130006409,0,1
T20130006410,0,1
T20130006415,0,1
T20130006416,0,2
T20130006417,0,1
T20130006418,0,2
T20130006420,0,2
T20130006422,0,2
T20130006423,0,1
T20130006425,0,2
T20130006427,0,2
T20130006429,0,2
T20130006431,0,1
T20130006432,0,2
T20130006433,0,2
T20130006434,0,2
T20130006435,0,2
T20130006436,0,2
T20130006437,0,3
T20130006438,0,1
T20130006439,0,1
T20130006440,0,1
T20130006441,0,3
T20130006442,0,1
T20130006445,0,2
T20130006450,0,1
T20130006452,1,3
T20130006453,0,1
T20130006454,0,1
T20130006460,0,1
T20130006463,0,2
T20130006465,0,2
T20130006466,0,1
T20130006467,0,2
T20130006469,0,2
T20130006470,0,2
T20130006474,0,2
T20130006475,0,2
T20130006477,0,2
T20130006478,0,2
T20130006479,0,2
T20130006481,0,1
T20130006483,0,2
T20130006491,0,2
T20130006493,0,2
T20130006494,0,2
T20130006496,0,2
T20130006501,0,2
T20130006505,0,3
T20130006506,0,1
T20130006508,0,1
T20130006510,0,2
T20130006511,0,2
T20130006514,0,2
T20130006515,0,1
T20130006520,0,2
T20130006522,0,3
T20130006524,0,2
T20130006525,0,1
T20130006526,0,2
T20130006527,0,1
T20130006528,0,2
T20130006529,0,1
T20130006532,0,2
T20130006533,0,2
T20130006535,0,1
T20130006536,0,1
T20130006537,0,3
T20130006541,0,2
T20130006542,0,1
T20130006548,0,2
T20130006549,0,3
T20130006553,0,2
T20130006555,1,2
T20130006556,1,1
T20130006557,0,3
T20130006562,0,4
T20130006569,0,2
T20130006570,1,2
T20130006571,0,2
T20130006573,0,2
T20130006574,0,2
T20130006576,0,1
T20130006577,0,1
T20130006578,0,1
T20130006583,0,1
T20130006587,0,1
T20130006588,0,1
T20130006589,0,2
T20130006590,0,3
T20130006591,0,2
T20130006593,0,2
T20130006596,0,2
T20130006597,0,1
T20130006599,0,3
T20130006600,0,2
T20130006601,0,2
T20130006602,0,2
T20130006603,0,2
T20130006610,0,2
T20130006615,0,2
T20130006617,0,2
T20130006618,0,2
T20130006619,0,1
T20130006620,0,2
T20130006621,0,1
T20130006624,0,4
T20130006627,0,2
T20130006628,0,2
T20130006631,0,2
T20130006632,0,1
T20130006635,0,2
T20130006636,0,2
T20130006637,0,1
T20130006638,0,2
T20130006639,0,1
T20130006650,0,1
T20130006651,0,2
T20130006654,0,2
T20130006655,0,1
T20130006656,0,2
T20130006657,0,2
T20130006659,0,2
T20130006663,0,2
T20130006664,0,1
T20130006668,0,2
T20130006669,0,1
T20130006670,0,3
T20130006671,0,1
T20130006672,0,2
T20130006673,0,1
T20130006676,0,1
T20130006678,0,1
T20130006679,0,2
T20130006680,0,2
T20130006683,0,2
T20130006695,0,2
T20130006698,0,1
T20130006699,0,1
T20130006703,1,2
T20130006704,0,2
T20130006707,0,2
T20130006709,0,2
T20130006717,0,2
T20130006720,0,2
T20130006722,1,2
T20130006723,0,1
T20130006724,0,2
T20130006726,0,2
T20130006727,0,2
T20130006729,0,1
T20130006731,0,1
T20130006733,0,2
T20130006734,0,2
T20130006738,0,2
T20130006740,0,1
T20130006741,0,1
T20130006743,0,2
T20130006744,0,3
T20130006747,0,1
T20130006748,0,1
T20130006749,0,1
T20130006751,0,1
T20130006754,1,2
T20130006755,0,2
T20130006760,0,2
T20130006762,0,2
T20130006764,1,2
T20130006765,0,3
T20130006767,0,2
T20130006771,0,1
T20130006772,0,1
T20130006774,0,2
T20130006775,0,1
T20130006777,0,1
T20130006779,0,2
T20130006781,0,1
T20130006784,0,1
T20130006785,0,1
T20130006786,0,3
T20130006791,0,3
T20130006796,0,2
T20130006797,0,2
T20130006800,0,2
T20130006801,0,1
T20130006802,0,1
T20130006803,0,1
T20130006804,0,1
T20130006805,0,2
T20130006807,0,1
T20130006808,0,2
T20130006809,0,1
T20130006811,0,1
T20130006814,0,2
T20130006816,0,2
T20130006817,0,1
T20130006818,0,1
T20130006819,0,1
T20130006820,0,1
T20130006821,0,2
T20130006822,0,2
T20130006823,0,1
T20130006824,0,1
T20130006826,0,2
T20130006827,0,2
T20130006828,0,2
T20130006829,0,3
T20130006830,0,2
T20130006832,0,2
T20130006833,0,1
T20130006834,0,3
T20130006835,1,3
T20130006836,0,1
T20130006837,0,1
T20130006839,0,2
T20130006841,0,2
T20130006843,0,2
T20130006845,0,1
T20130006846,0,2
T20130006847,0,1
T20130006848,0,2
T20130006852,0,2
T20130006857,0,2
T20130006861,0,2
T20130006864,0,2
T20130006865,0,2
T20130006866,0,1
T20130006869,0,1
T20130006871,0,2
T20130006873,0,1
T20130006874,0,2
T20130006876,0,2
T20130006877,0,1
T20130006878,0,1
T20130006879,0,1
T20130006881,0,2
T20130006882,0,2
T20130006884,0,2
T20130006885,0,1
T20130006886,0,2
T20130006888,0,2
T20130006889,0,1
T20130006891,0,1
T20130006894,0,1
T20130006897,0,3
T20130006900,0,2
T20130006902,0,2
T20130006903,0,1
T20130006904,0,1
T20130006905,0,7
T20130006906,0,2
T20130006907,0,2
T20130006908,0,2
T20130006910,0,2
T20130006914,0,1
T20130006915,0,1
T20130006916,0,5
T20130006919,0,2
T20130006920,0,2
T20130006922,0,3
T20130006923,0,1
T20130006924,0,1
T20130006926,0,2
T20130006929,0,1
T20130006930,0,1
T20130006931,0,2
T20130006932,0,1
T20130006935,0,1
T20130006936,0,2
T20130006937,0,1
T20130006938,0,2
T20130006939,0,2
T20130006940,0,2
T20130006942,0,2
T20130006945,0,2
T20130006947,0,2
T20130006948,0,2
T20130006949,0,2
T20130006951,0,2
T20130006954,0,2
T20130006955,0,2
T20130006956,0,2
T20130006959,0,2
T20130006961,0,2
T20130006963,0,6
T20130006970,0,2
T20130006973,0,2
T20130006974,0,2
T20130006976,0,2
T20130006977,0,1
T20130006980,0,3
T20130006982,0,2
T20130006983,0,2
T20130006985,0,2
T20130006987,0,3
T20130006990,0,2
T20130006992,0,1
T20130006993,0,2
T20130006994,0,2
T20130006996,0,2
T20130006998,0,3
T20130006999,0,2
T20130007002,0,1
T20130007006,0,1
T20130007007,0,1
T20130007011,0,2
T20130007015,0,2
T20130007018,0,2
T20130007020,0,2
T20130007021,0,2
T20130007023,0,2
T20130007024,1,2
T20130007025,0,2
T20130007026,0,2
T20130007027,0,2
T20130007029,0,1
T20130007033,0,2
T20130007035,0,2
T20130007037,0,1
T20130007040,0,1
T20130007041,1,4
T20130007043,1,2
T20130007044,0,2
T20130007045,0,2
T20130007048,0,2
T20130007050,0,2
T20130007051,0,1
T20130007052,0,2
T20130007053,0,2
T20130007054,0,1
T20130007055,0,1
T20130007056,0,1
T20130007058,0,2
T20130007063,0,2
T20130007064,0,3
T20130007065,0,1
T20130007066,0,3
T20130007068,0,1
T20130007069,0,2
T20130007071,0,1
T20130007072,0,2
T20130007075,0,1
T20130007080,0,2
T20130007082,0,1
T20130007086,0,2
T20130007087,0,5
T20130007089,0,2
T20130007092,0,2
T20130007093,0,1
T20130007094,0,2
T20130007097,0,2
T20130007098,0,3
T20130007100,0,1
T20130007101,0,2
T20130007102,0,2
T20130007103,0,2
T20130007109,0,2
T20130007110,0,2
T20130007111,0,1
T20130007114,0,3
T20130007115,0,2
T20130007116,0,1
T20130007118,0,2
T20130007120,0,2
T20130007121,0,1
T20130007123,0,3
T20130007125,0,2
T20130007127,0,2
T20130007128,0,1
T20130007130,0,1
T20130007131,0,1
T20130007133,0,1
T20130007135,0,2
T20130007137,0,1
T20130007143,0,2
T20130007146,0,1
T20130007149,0,2
T20130007150,0,2
T20130007154,0,1
T20130007156,0,2
T20130007158,0,2
T20130007159,0,1
T20130007160,0,1
T20130007162,0,1
T20130007164,0,1
T20130007166,0,1
T20130007167,0,2
T20130007169,0,2
T20130007170,0,3
T20130007171,0,2
T20130007172,0,2
T20130007174,0,2
T20130007177,0,3
T20130007180,0,1
T20130007182,0,1
T20130007183,0,2
T20130007185,0,2
T20130007186,0,4
T20130007188,0,2
T20130007189,0,2
T20130007190,0,1
T20130007192,0,1
T20130007197,0,3
T20130007198,0,2
T20130007199,0,1
T20130007201,0,2
T20130007203,0,2
T20130007204,0,1
T20130007207,0,2
T20130007208,0,1
T20130007213,0,2
T20130007214,0,1
T20130007216,1,3
T20130007219,0,1
T20130007225,0,1
T20130007228,0,1
T20130007230,0,2
T20130007232,0,2
T20130007233,0,2
T20130007234,0,2
T20130007235,0,1
T20130007237,0,1
T20130007241,0,1
T20130007242,0,3
T20130007243,0,1
T20130007246,0,2
T20130007247,0,2
T20130007251,0,2
T20130007254,0,1
T20130007256,0,1
T20130007258,1,2
T20130007259,0,2
T20130007260,0,1
T20130007261,0,2
T20130007263,0,2
T20130007264,0,1
T20130007265,0,1
T20130007267,0,1
T20130007268,0,1
T20130007270,0,2
T20130007271,0,1
T20130007275,0,1
T20130007276,0,3
T20130007277,0,1
T20130007281,0,3
T20130007283,0,2
T20130007286,0,2
T20130007288,0,2
T20130007289,0,1
T20130007291,0,1
T20130007293,0,2
T20130007296,0,1
T20130007298,0,1
T20130007299,1,3
T20130007300,0,2
T20130007304,0,2
T20130007305,0,1
T20130007308,0,2
T20130007310,0,2
T20130007313,0,2
T20130007314,0,2
T20130007317,0,2
T20130007321,0,1
T20130007323,0,2
T20130007324,0,2
T20130007326,0,2
T20130007328,0,1
T20130007329,0,3
T20130007330,0,1
T20130007333,0,3
T20130007337,0,3
T20130007340,0,2
T20130007341,0,4
T20130007343,0,1
T20130007345,0,2
T20130007346,0,2
T20130007347,0,2
T20130007348,0,1
T20130007349,0,2
T20130007350,0,2
T20130007351,0,2
T20130007352,0,2
T20130007353,0,2
T20130007354,1,1
T20130007355,0,2
T20130007356,0,2
T20130007357,0,2
T20130007358,0,2
T20130007360,0,2
T20130007365,0,1
T20130007366,0,1
T20130007367,0,2
T20130007368,0,2
T20130007370,0,5
T20130007373,0,2
T20130007374,1,3
T20130007375,0,2
T20130007377,0,2
T20130007378,0,2
T20130007380,0,2
T20130007381,0,1
T20130007382,0,2
T20130007383,0,2
T20130007386,0,2
T20130007387,0,2
T20130007388,0,1
T20130007389,0,2
T20130007390,0,2
T20130007391,0,2
T20130007392,0,1
T20130007394,0,2
T20130007395,0,2
T20130007398,0,2
T20130007403,0,2
T20130007406,0,1
T20130007408,0,1
T20130007410,0,2
T20130007411,0,2
T20130007416,1,2
T20130007419,0,3
T20130007421,0,3
T20130007422,0,2
T20130007429,0,2
T20130007431,0,2
T20130007432,0,2
T20130007434,0,2
T20130007437,0,3
T20130007438,0,2
T20130007442,0,2
T20130007444,0,2
T20130007445,0,1
T20130007446,0,2
T20130007447,0,2
T20130007448,0,2
T20130007450,0,2
T20130007452,0,3
T20130007454,0,2
T20130007455,0,1
T20130007457,0,2
T20130007459,0,2
T20130007460,0,2
T20130007462,0,2
T20130007463,0,2
T20130007466,0,1
T20130007467,0,2
T20130007471,0,1
T20130007474,0,2
T20130007477,0,1
T20130007478,0,1
T20130007480,0,2
T20130007482,1,2
T20130007483,0,2
T20130007485,0,1
T20130007487,0,2
T20130007488,0,2
T20130007490,0,2
T20130007493,0,1
T20130007494,0,2
T20130007495,0,2
T20130007496,0,2
T20130007497,0,2
T20130007499,0,2
T20130007500,1,2
T20130007502,0,3
T20130007504,0,2
T20130007505,0,1
T20130007508,0,2
T20130007510,0,2
T20130007512,0,2
T20130007516,0,1
T20130007517,0,2
T20130007518,1,2
T20130007521,0,2
T20130007526,0,2
T20130007527,1,4
T20130007530,0,2
T20130007532,0,2
T20130007534,0,2
T20130007535,0,2
T20130007540,0,1
T20130007544,0,1
T20130007548,0,3
T20130007550,0,1
T20130007552,0,2
T20130007553,0,1
T20130007554,0,2
T20130007556,0,3
T20130007558,0,3
T20130007559,0,1
T20130007563,0,3
T20130007564,0,1
T20130007565,0,2
T20130007567,0,2
T20130007568,0,2
T20130007569,0,2
T20130007571,0,1
T20130007576,0,2
T20130007580,0,2
T20130007581,0,2
T20130007582,0,2
T20130007583,0,3
T20130007584,0,2
T20130007585,0,1
T20130007586,0,1
T20130007591,0,1
T20130007592,0,2
T20130007598,0,1
T20130007599,0,2
T20130007603,0,2
T20130007605,0,1
T20130007606,0,1
T20130007608,0,2
T20130007611,1,4
T20130007617,0,2
T20130007620,0,2
T20130007630,0,2
T20130007632,0,1
T20130007634,0,2
T20130007636,0,2
T20130007638,0,2
T20130007643,0,1
T20130007644,0,3
T20130007645,0,1
T20130007646,0,2
T20130007647,0,2
T20130007648,0,3
T20130007649,0,1
T20130007651,0,2
T20130007652,0,2
T20130007654,0,2
T20130007656,0,2
T20130007658,0,1
T20130007659,0,1
T20130007661,0,1
T20130007663,0,2
T20130007665,0,2
T20130007668,0,2
T20130007669,0,1
T20130007670,0,1
T20130007671,0,2
T20130007672,0,1
T20130007673,0,2
T20130007674,0,1
T20130007677,0,3
T20130007678,0,2
T20130007680,1,3
T20130007682,0,2
T20130007684,0,1
T20130007687,0,1
T20130007688,0,2
T20130007691,0,1
T20130007693,0,1
T20130007695,0,1
T20130007699,0,2
T20130007700,0,1
T20130007701,0,1
T20130007702,0,1
T20130007704,0,3
T20130007705,0,2
T20130007706,0,3
T20130007707,0,1
T20130007708,0,2
T20130007709,0,2
T20130007710,0,2
T20130007714,0,1
T20130007716,0,1
T20130007723,0,1
T20130007725,0,1
T20130007727,0,2
T20130007729,0,1
T20130007732,0,2
T20130007733,0,1
T20130007734,0,1
T20130007736,0,1
T20130007737,0,1
T20130007739,0,3
T20130007740,0,2
T20130007744,1,1
T20130007750,0,1
T20130007751,0,2
T20130007752,0,2
T20130007753,0,1
T20130007754,0,1
T20130007755,0,1
T20130007756,0,1
T20130007757,0,1
T20130007758,0,1
T20130007759,1,10
T20130007760,0,1
T20130007762,0,2
T20130007763,0,2
T20130007764,0,2
T20130007765,0,3
T20130007768,0,1
T20130007771,0,1
T20130007772,0,1
T20130007774,0,2
T20130007775,0,1
T20130007778,0,2
T20130007780,0,1
T20130007782,0,2
T20130007783,0,2
T20130007785,0,3
T20130007786,0,2
T20130007788,0,2
T20130007789,0,2
T20130007790,0,5
T20130007791,0,1
T20130007795,0,2
T20130007797,0,1
T20130007800,0,1
T20130007809,0,2
T20130007810,0,2
T20130007813,0,2
T20130007815,0,2
T20130007818,0,2
T20130007821,0,1
T20130007824,0,2
T20130007825,0,1
T20130007827,0,1
T20130007828,0,2
T20130007829,0,2
T20130007830,0,2
T20130007831,0,1
T20130007832,0,2
T20130007833,0,2
T20130007834,0,1
T20130007835,0,2
T20130007838,0,1
T20130007839,0,2
T20130007843,0,3
T20130007845,0,2
T20130007848,0,1
T20130007849,0,1
T20130007850,0,1
T20130007855,0,1
T20130007856,0,2
T20130007860,0,2
T20130007861,0,2
T20130007862,0,3
T20130007867,0,2
T20130007868,0,2
T20130007872,0,1
T20130007876,0,1
T20130007881,0,2
T20130007882,0,1
T20130007883,0,1
T20130007887,0,2
T20130007888,0,4
T20130007889,0,1
T20130007895,0,2
T20130007896,0,2
T20130007897,0,2
T20130007898,0,2
T20130007901,0,2
T20130007904,0,2
T20130007905,0,2
T20130007907,0,2
T20130007908,0,2
T20130007912,0,2
T20130007915,0,2
T20130007923,0,2
T20130007924,0,2
T20130007925,0,1
T20130007928,0,2
T20130007929,0,1
T20130007930,0,3
T20130007933,0,2
T20130007934,1,2
T20130007935,0,1
T20130007937,0,2
T20130007942,0,2
T20130007943,0,3
T20130007946,1,2
