ACCIDENT_NO,ANY_TRAILER,NUM_VEHICLES
T20220015049,0,1
T20220015056,0,2
T20220015058,0,2
T20220015059,0,2
T20220015060,0,2
T20220015062,0,2
T20220015063,0,2
T20220015065,0,1
T20220015067,0,4
T20220015068,0,3
T20220015069,0,3
T20220015071,0,2
T20220015073,0,2
T20220015074,0,2
T20220015076,0,5
T20220015080,0,2
T20220015082,0,2
T20220015087,0,5
T20220015093,0,1
T20220015094,0,2
T20220015096,0,3
T20220015098,0,2
T20220015100,0,2
T20220015102,0,2
T20220015104,0,1
T20220015105,0,2
T20220015106,0,1
T20220015108,0,1
T20220015112,0,1
T20220015115,0,2
T20220015116,0,2
T20220015117,0,2
T20220015118,0,2
T20220015119,0,2
T20220015120,0,2
T20220015121,0,2
T20220015122,0,1
T20220015123,0,2
T20220015125,0,1
T20220015126,0,2
T20220015128,0,2
T20220015130,0,2
T20220015132,0,2
T20220015133,0,2
T20220015136,0,2
T20220015140,0,2
T20220015145,0,1
T20220015147,0,2
T20220015148,0,2
T20220015150,0,2
T20220015151,0,4
T20220015152,0,1
T20220015153,0,1
T20220015156,0,2
T20220015158,0,2
T20220015162,0,1
T20220015164,0,2
T20220015165,0,1
T20220015166,0,3
T20220015167,0,2
T20220015168,0,2
T20220015169,0,2
T20220015170,0,4
T20220015171,0,2
T20220015172,0,2
T20220015173,0,2
T20220015174,0,3
T20220015175,0,2
T20220015176,0,2
T20220015177,0,2
T20220015178,1,1
T20220015181,0,2
T20220015184,0,1
T20220015186,0,2
T20220015187,0,2
T20220015188,0,1
T20220015189,0,2
T20220015195,0,2
T20220015196,0,1
T20220015199,0,1
T20220015200,0,2
T20220015201,0,2
T20220015205,0,1
T20220015207,0,1
T20220015208,0,1
T20220015209,0,1
T20220015210,1,2
T20220015211,0,2
T20220015213,0,2
T20220015215,0,2
T20220015217,0,2
T20220015219,0,2
T20220015221,0,2
T20220015223,0,2
T20220015226,0,2
T20220015230,0,2
T20220015236,0,2
T20220015237,0,3
T20220015242,0,2
T20220015243,0,1
T20220015244,0,2
T20220015249,0,2
T20220015250,0,4
T20220015252,0,2
T20220015254,0,2
T20220015255,0,1
T20220015256,0,2
T20220015258,0,1
T20220015259,0,2
T20220015261,0,2
T20220015263,0,3
T20220015266,0,1
T20220015268,0,1
T20220015270,0,1
T20220015271,0,2
T20220015274,0,2
T20220015276,0,1
T20220015277,0,2
T20220015278,0,2
T20220015280,0,2
T20220015281,0,2
T20220015282,0,2
T20220015283,0,2
T20220015285,0,1
T20220015286,0,2
T20220015287,0,2
T20220015288,0,2
T20220015289,0,1
T20220015290,0,3
T20220015293,0,3
T20220015294,0,1
T20220015295,0,1
T20220015297,0,1
T20220015299,0,1
T20220015302,1,2
T20220015304,0,3
T20220015307,0,2
T20220015309,0,1
T20220015311,0,2
T20220015312,0,2
T20220015313,0,2
T20220015314,0,1
T20220015315,0,2
T20220015320,0,2
T20220015323,0,2
T20220015324,0,2
T20220015326,0,1
T20220015327,0,1
T20220015329,0,2
T20220015330,0,2
T20220015333,0,2
T20220015335,0,2
T20220015340,0,1
T20220015341,0,2
T20220015343,0,1
T20220015344,0,2
T20220015345,1,6
T20220015346,0,2
T20220015349,0,2
T20220015354,0,1
T20220015355,0,2
T20220015356,0,2
T20220015357,0,2
T20220015359,0,2
T20220015361,0,2
T20220015362,0,2
T20220015363,0,2
T20220015364,0,1
T20220015365,1,2
T20220015366,0,2
T20220015368,0,1
T20220015369,0,3
T20220015370,0,2
T20220015373,0,2
T20220015374,0,2
T20220015376,0,2
T20220015378,0,2
T20220015379,0,2
T20220015381,0,1
T20220015382,0,1
T20220015383,0,2
T20220015385,0,2
T20220015389,0,3
T20220015390,0,2
T20220015392,0,2
T20220015393,0,2
T20220015394,0,1
T20220015395,0,2
T20220015397,0,3
T20220015403,0,1
T20220015406,0,1
T20220015407,0,1
T20220015411,0,2
T20220015414,0,4
T20220015417,0,1
T20220015424,0,4
T20220015425,0,3
T20220015426,0,2
T20220015428,0,2
T20220015430,0,1
T20220015431,0,1
T20220015433,0,2
T20220015434,0,2
T20220015435,0,3
T20220015436,0,2
T20220015437,0,2
T20220015438,0,3
T20220015440,0,2
T20220015442,0,3
T20220015444,0,2
T20220015445,0,2
T20220015446,0,1
T20220015447,0,1
T20220015450,0,1
T20220015451,0,2
T20220015453,0,4
T20220015454,0,2
T20220015456,0,1
T20220015460,0,2
T20220015463,0,1
T20220015467,0,2
T20220015469,0,2
T20220015471,0,1
T20220015472,0,2
T20220015476,0,2
T20220015477,0,2
T20220015478,0,1
T20220015479,0,3
T20220015481,0,2
T20220015483,0,2
T20220015485,0,2
T20220015486,1,2
T20220015487,0,4
T20220015489,0,4
T20220015491,0,1
T20220015492,0,1
T20220015493,0,2
T20220015494,0,2
T20220015495,0,1
T20220015498,0,2
T20220015499,0,2
T20220015502,0,1
T20220015504,0,1
T20220015505,0,2
T20220015506,0,1
T20220015517,0,2
T20220015519,0,1
T20220015521,0,2
T20220015522,0,2
T20220015523,1,3
T20220015524,0,2
T20220015527,0,1
T20220015529,0,2
T20220015530,0,2
T20220015533,0,2
T20220015534,0,2
T20220015535,0,2
T20220015536,0,2
T20220015537,0,1
T20220015539,0,1
T20220015540,0,2
T20220015541,0,2
T20220015542,0,1
T20220015547,0,2
T20220015548,0,1
T20220015549,0,1
T20220015551,0,1
T20220015552,0,2
T20220015553,0,1
T20220015556,0,2
T20220015557,0,3
T20220015558,0,1
T20220015560,0,2
T20220015563,1,7
T20220015568,0,2
T20220015569,0,1
T20220015570,0,1
T20220015571,0,2
T20220015575,0,2
T20220015579,0,2
T20220015580,1,2
T20220015584,0,3
T20220015587,0,2
T20220015592,0,2
T20220015596,0,2
T20220015598,0,1
T20220015600,0,2
T20220015601,0,2
T20220015603,0,3
T20220015605,0,1
T20220015606,0,2
T20220015608,0,2
T20220015609,0,2
T20220015610,0,2
T20220015613,0,2
T20220015615,0,1
T20220015630,0,2
T20220015631,0,2
T20220015633,0,2
T20220015634,0,2
T20220015638,0,2
T20220015641,0,1
T20220015644,0,1
T20220015645,0,2
T20220015646,0,2
T20220015647,1,1
T20220015649,0,1
T20220015650,0,2
T20220015654,0,2
T20220015655,1,2
T20220015656,0,1
T20220015657,0,1
T20220015659,0,2
T20220015661,0,2
T20220015663,0,2
T20220015664,0,2
T20220015665,0,2
T20220015666,0,1
T20220015667,0,2
T20220015669,0,2
T20220015672,0,2
T20220015673,0,2
T20220015674,0,2
T20220015675,0,1
T20220015676,0,2
T20220015677,0,3
T20220015680,0,1
T20220015681,0,2
T20220015687,0,1
T20220015690,0,1
T20220015691,0,2
T20220015693,0,2
T20220015694,0,1
T20220015696,0,2
T20220015697,0,1
T20220015698,1,2
T20220015699,0,2
T20220015700,0,2
T20220015708,0,2
T20220015709,0,1
T20220015711,0,1
T20220015719,0,1
T20220015720,0,2
T20220015721,0,1
T20220015725,0,1
T20220015727,0,2
T20220015730,1,2
T20220015731,0,2
T20220015732,0,1
T20220015733,0,1
T20220015736,0,3
T20220015737,0,1
T20220015738,0,1
T20220015739,0,3
T20220015744,0,1
T20220015745,0,2
T20220015746,0,2
T20220015747,0,2
T20220015749,0,2
T20220015751,0,2
T20220015753,0,2
T20220015755,0,2
T20220015756,0,1
T20220015758,0,2
T20220015759,0,1
T20220015760,0,2
T20220015765,0,2
T20220015767,0,2
T20220015771,0,2
T20220015772,0,1
T20220015775,0,2
T20220015776,0,2
T20220015777,0,2
T20220015778,0,2
T20220015779,0,2
T20220015781,0,1
T20220015782,0,2
T20220015784,0,2
T20220015786,0,2
T20220015787,0,2
T20220015788,0,2
T20220015789,0,1
T20220015792,0,4
T20220015801,0,3
T20220015802,0,3
T20220015804,0,1
T20220015805,0,3
T20220015806,0,2
T20220015807,0,3
T20220015808,1,3
T20220015810,0,2
T20220015814,0,1
T20220015815,0,3
T20220015819,0,2
T20220015821,0,2
T20220015822,0,2
T20220015827,0,2
T20220015828,0,2
T20220015831,0,1
T20220015835,0,1
T20220015836,1,1
T20220015837,0,2
T20220015840,0,2
T20220015841,0,2
T20220015844,0,3
T20220015845,0,2
T20220015846,0,2
T20220015850,0,2
T20220015852,0,1
T20220015854,0,2
T20220015855,0,1
T20220015856,0,2
T20220015857,0,2
T20220015858,0,2
T20220015859,0,1
T20220015860,0,1
T20220015862,0,2
T20220015864,0,1
T20220015868,0,1
T20220015869,0,1
T20220015871,0,2
T20220015873,0,2
T20220015875,0,2
T20220015876,0,1
T20220015877,0,1
T20220015878,0,2
T20220015882,0,1
T20220015884,0,1
T20220015887,0,1
T20220015888,0,2
T20220015889,0,2
T20220015897,0,1
T20220015904,0,3
T20220015906,0,2
T20220015907,0,2
T20220015910,0,2
T20220015912,0,2
T20220015913,0,1
T20220015915,0,1
T20220015916,0,1
T20220015917,0,2
T20220015918,0,2
T20220015920,0,1
T20220015921,0,3
T20220015923,0,1
T20220015924,0,1
T20220015925,0,1
T20220015927,0,2
T20220015929,0,2
T20220015930,0,1
T20220015932,0,1
T20220015934,0,1
T20220015935,0,2
T20220015936,0,7
T20220015937,0,2
T20220015939,0,1
T20220015940,1,3
T20220015941,0,1
T20220015942,0,3
T20220015944,0,1
T20220015945,0,1
T20220015949,0,1
T20220015950,0,2
T20220015952,0,1
T20220015953,0,2
T20220015956,0,2
T20220015959,0,1
T20220015960,0,2
T20220015963,0,2
T20220015964,0,1
T20220015965,0,1
T20220015969,0,2
T20220015970,0,1
T20220015975,0,2
T20220015976,0,2
T20220015977,0,2
T20220015979,0,1
T20220015981,0,2
T20220015986,0,2
T20220015989,0,2
T20220015990,0,1
T20220015991,0,2
T20220015992,0,2
T20220015993,0,2
T20220015995,0,2
T20220015999,0,1
T20220016000,0,2
T20220016004,0,1
T20220016008,0,2
T20220016015,0,1
T20220016016,0,2
T20220016017,0,1
T20220016019,0,2
T20220016020,0,1
T20220016025,0,1
T20220016026,0,2
T20220016028,0,1
T20220016029,0,1
T20220016030,0,1
T20220016031,0,1
T20220016034,0,2
T20220016037,0,2
T20220016042,0,1
T20220016045,0,1
T20220016046,0,3
T20220016049,0,1
T20220016051,0,2
T20220016052,0,1
T20220016054,0,1
T20220016055,0,1
T20220016056,0,2
T20220016059,0,1
T20220016061,0,2
T20220016062,0,1
T20220016063,0,2
T20220016064,0,2
T20220016066,0,1
T20220016068,0,2
T20220016070,0,2
T20220016072,0,2
T20220016074,0,2
T20220016076,0,1
T20220016079,0,2
T20220016080,0,2
T20220016082,0,1
T20220016085,0,1
T20220016086,0,2
T20220016087,0,2
T20220016088,0,2
T20220016089,0,2
T20220016090,0,1
T20220016091,0,2
T20220016093,0,1
T20220016095,0,1
T20220016096,0,1
T20220016097,0,3
T20220016098,0,2
T20220016099,0,2
T20220016101,0,3
T20220016103,0,1
T20220016104,0,3
T20220016105,0,2
T20220016106,0,2
T20220016107,0,2
T20220016108,0,2
T20220016112,0,3
T20220016113,0,2
T20220016114,0,1
T20220016115,0,2
T20220016116,0,2
T20220016118,0,2
T20220016120,0,2
T20220016121,0,1
T20220016122,0,2
T20220016127,0,2
T20220016128,0,1
T20220016132,0,2
T20220016133,0,2
T20220016134,0,2
T20220016135,1,3
T20220016137,0,2
T20220016139,0,2
T20220016140,0,2
T20220016141,0,2
T20220016142,0,1
T20220016143,0,2
T20220016144,0,2
T20220016146,0,2
T20220016148,0,2
T20220016150,0,2
T20220016153,0,1
T20220016154,0,2
T20220016158,0,2
T20220016159,0,2
T20220016160,0,2
T20220016161,0,2
T20220016162,0,2
T20220016163,0,2
T20220016168,0,2
T20220016171,0,2
T20220016173,0,2
T20220016176,0,2
T20220016178,0,2
T20220016179,0,2
T20220016180,0,2
T20220016181,0,2
T20220016182,0,2
T20220016183,0,2
T20220016185,0,1
T20220016186,0,2
T20220016187,0,2
T20220016188,0,2
T20220016192,0,1
T20220016193,0,2
T20220016199,0,1
T20220016202,0,3
T20220016203,0,2
T20220016204,0,2
T20220016205,0,2
T20220016207,0,2
T20220016210,0,2
T20220016212,0,2
T20220016213,0,2
T20220016218,0,1
T20220016219,0,2
T20220016221,0,1
T20220016222,0,2
T20220016223,0,2
T20220016227,0,2
T20220016230,0,2
T20220016231,0,2
T20220016235,0,2
T20220016237,0,3
T20220016238,0,2
T20220016240,0,2
T20220016243,0,4
T20220016246,0,2
T20220016248,0,2
T20220016249,0,3
T20220016252,0,2
T20220016253,0,2
T20220016255,0,2
T20220016257,0,2
T20220016258,0,1
T20220016259,0,2
T20220016260,1,2
T20220016261,0,1
T20220016263,0,2
T20220016266,0,2
T20220016267,0,2
T20220016268,0,2
T20220016270,0,2
T20220016274,0,1
T20220016275,0,2
T20220016277,0,2
T20220016278,0,1
T20220016279,0,1
T20220016281,0,1
T20220016282,0,1
T20220016284,0,2
T20220016285,0,1
T20220016287,0,2
T20220016290,1,2
T20220016291,0,1
T20220016293,0,2
T20220016294,0,2
T20220016296,0,2
T20220016298,0,1
T20220016300,0,2
T20220016301,0,2
T20220016302,1,1
T20220016303,0,2
T20220016308,0,1
T20220016309,1,1
T20220016310,0,1
T20220016312,0,2
T20220016317,0,2
T20220016319,0,2
T20220016320,0,2
T20220016321,0,2
T20220016322,0,1
T20220016323,0,1
T20220016324,1,2
T20220016328,0,2
T20220016331,0,2
T20220016332,0,2
T20220016334,0,2
T20220016336,0,2
T20220016337,0,3
T20220016339,0,2
T20220016340,0,2
T20220016341,0,2
T20220016342,0,1
T20220016349,0,2
T20220016350,0,2
T20220016352,0,1
T20220016355,0,2
T20220016356,0,1
T20220016358,0,2
T20220016359,0,2
T20220016360,0,2
T20220016361,0,2
T20220016362,0,1
T20220016368,0,2
T20220016369,0,2
T20220016373,0,2
T20220016375,0,2
T20220016376,0,1
T20220016377,0,1
T20220016378,0,3
T20220016379,0,2
T20220016381,0,2
T20220016382,0,3
T20220016390,0,1
T20220016393,0,2
T20220016395,0,2
T20220016396,0,2
T20220016403,0,1
T20220016404,0,2
T20220016406,0,2
T20220016408,0,1
T20220016409,0,1
T20220016410,0,1
T20220016411,0,1
T20220016412,0,4
T20220016413,0,1
T20220016414,0,1
T20220016415,0,1
T20220016418,0,1
T20220016419,0,3
T20220016420,0,2
T20220016421,1,2
T20220016423,0,3
T20220016426,0,1
T20220016427,0,1
T20220016433,0,3
T20220016435,0,2
T20220016436,0,2
T20220016438,0,1
T20220016444,0,3
T20220016446,0,2
T20220016450,0,2
T20220016452,0,2
T20220016453,0,3
T20220016454,1,2
T20220016455,0,1
T20220016456,0,2
T20220016458,0,1
T20220016463,0,2
T20220016464,0,2
T20220016466,0,2
T20220016471,0,4
T20220016472,0,1
T20220016473,0,1
T20220016478,0,2
T20220016479,0,2
T20220016480,0,2
T20220016481,0,2
T20220016482,0,2
T20220016484,1,4
T20220016486,0,4
T20220016488,0,2
T20220016490,0,1
T20220016491,0,2
T20220016492,0,2
T20220016496,0,2
T20220016497,0,2
T20220016500,0,2
T20220016501,0,1
T20220016503,0,2
T20220016507,0,1
T20220016508,0,2
T20220016512,0,2
T20220016514,0,2
T20220016518,0,2
T20220016519,0,3
T20220016520,0,2
T20220016521,0,1
T20220016523,0,2
T20220016525,0,1
T20220016526,0,1
T20220016533,0,2
T20220016534,0,1
T20220016536,0,2
T20220016537,0,2
T20220016538,0,1
T20220016539,0,1
T20220016544,0,1
T20220016547,0,1
T20220016550,0,1
T20220016552,0,2
T20220016553,0,1
T20220016555,0,2
T20220016556,0,1
T20220016558,0,2
T20220016560,0,1
T20220016562,0,1
T20220016563,0,2
T20220016566,0,2
T20220016568,0,1
T20220016569,0,2
T20220016570,0,2
T20220016571,0,1
T20220016574,0,2
T20220016575,0,2
T20220016576,0,3
T20220016577,0,1
T20220016582,0,3
T20220016583,0,1
T20220016585,0,5
T20220016586,0,2
T20220016587,0,2
T20220016589,0,2
T20220016590,0,2
T20220016591,0,4
T20220016594,0,3
T20220016596,0,1
T20220016598,0,1
T20220016599,0,2
T20220016600,0,3
T20220016601,0,1
T20220016603,0,2
T20220016605,0,2
T20220016606,0,2
T20220016613,0,3
T20220016616,0,1
T20220016617,0,2
T20220016618,0,3
T20220016621,0,2
T20220016623,0,2
T20220016624,0,1
T20220016626,0,3
T20220016630,0,2
T20220016632,0,1
T20220016633,1,3
T20220016636,0,1
T20220016638,0,3
T20220016643,0,2
T20220016644,0,2
T20220016648,0,1
T20220016650,0,1
T20220016651,0,2
T20220016652,0,2
T20220016653,1,2
T20220016654,0,2
T20220016657,0,2
T20220016658,0,2
T20220016660,0,2
T20220016661,0,1
T20220016666,0,2
T20220016668,0,2
T20220016673,0,2
T20220016674,0,1
T20220016675,0,2
T20220016676,0,1
T20220016677,0,1
T20220016678,0,2
T20220016681,0,1
T20220016682,0,1
T20220016687,0,2
T20220016689,0,1
T20220016696,0,2
T20220016698,0,2
T20220016699,0,2
T20220016700,0,2
T20220016705,0,3
T20220016706,0,1
T20220016709,0,2
T20220016712,0,2
T20220016716,0,1
T20220016718,0,1
T20220016721,0,2
T20220016724,0,2
T20220016727,0,2
T20220016728,0,1
T20220016729,1,3
T20220016730,0,2
T20220016736,0,2
T20220016739,0,2
T20220016743,0,1
T20220016744,0,3
T20220016746,0,3
T20220016749,0,3
T20220016752,0,2
T20220016753,0,2
T20220016754,0,1
T20220016755,0,1
T20220016756,0,2
T20220016759,1,2
T20220016761,0,2
T20220016762,0,2
T20220016766,0,2
T20220016768,0,2
T20220016770,0,2
T20220016772,0,2
T20220016773,0,2
T20220016775,0,2
T20220016777,0,2
T20220016778,0,1
T20220016780,0,2
T20220016781,0,2
T20220016783,1,4
T20220016784,0,2
T20220016788,0,2
T20220016789,0,2
T20220016791,0,1
T20220016792,0,1
T20220016793,1,2
T20220016794,0,1
T20220016797,0,1
T20220016798,1,3
T20220016800,0,1
T20220016802,0,1
T20220016804,0,1
T20220016806,0,2
T20220016809,0,2
T20220016810,0,2
T20220016812,0,2
T20220016814,0,1
T20220016815,0,1
T20220016817,0,2
T20220016823,0,2
T20220016827,0,2
T20220016828,0,1
T20220016829,0,2
T20220016831,0,1
T20220016833,0,2
T20220016835,0,3
T20220016838,0,2
T20220016840,0,1
T20220016841,0,2
T20220016842,0,2
T20220016846,0,2
T20220016847,0,1
T20220016848,0,3
T20220016849,0,2
T20220016851,0,1
T20220016854,0,2
T20220016855,0,2
T20220016860,0,2
T20220016869,0,2
T20220016870,0,2
T20220016871,1,2
T20220016875,0,2
T20220016878,0,1
T20220016879,0,1
T20220016883,0,2
T20220016885,0,2
T20220016887,0,1
T20220016888,0,2
T20220016892,0,2
T20220016893,0,2
T20220016894,0,2
T20220016898,0,2
T20220016903,0,2
T20220016907,0,1
T20220016909,0,2
T20220016914,0,2
T20220016918,0,1
T20220016922,0,1
T20220016923,0,1
T20220016934,0,3
T20220016938,0,1
T20220016940,0,2
T20220016943,0,2
T20220016952,0,2
T20220016953,0,2
T20220016954,0,4
T20220016956,0,2
T20220016958,0,2
T20220016959,0,1
T20220016960,0,2
T20220016964,0,2
T20220016965,0,1
T20220016968,0,3
T20220016970,0,3
T20220016972,0,2
T20220016974,0,1
T20220016975,0,2
T20220016981,0,1
T20220016985,0,2
T20220016986,0,1
T20220016987,0,2
T20220016989,0,2
T20220016990,0,2
T20220016993,0,2
T20220016995,0,2
T20220016997,0,1
T20220016998,0,1
T20220017000,0,2
T20220017001,0,2
T20220017002,0,1
T20220017003,0,3
T20220017006,0,2
T20220017007,1,5
T20220017008,0,1
T20220017013,0,2
T20220017014,0,1
T20220017016,0,2
T20220017019,0,1
T20220017020,0,2
T20220017021,0,2
T20220017025,0,1
T20220017026,0,2
T20220017028,0,4
T20220017029,0,2
T20220017030,0,3
T20220017031,0,2
T20220017034,0,2
T20220017039,0,2
T20220017040,0,1
T20220017041,0,2
T20220017045,0,3
T20220017047,0,1
T20220017050,0,4
T20220017051,0,1
T20220017052,0,5
T20220017054,0,2
T20220017058,0,2
T20220017061,0,2
T20220017062,0,2
T20220017064,0,2
T20220017065,0,1
T20220017068,0,1
T20220017070,0,2
T20220017071,0,1
T20220017072,0,2
T20220017073,0,2
T20220017075,0,2
T20220017078,0,1
T20220017079,0,1
T20220017084,0,1
T20220017085,0,1
T20220017088,0,1
T20220017089,0,3
T20220017090,0,2
T20220017093,0,1
T20220017094,0,2
T20220017096,0,2
T20220017097,0,2
T20220017098,0,2
T20220017101,0,2
T20220017102,0,2
T20220017105,0,2
T20220017107,0,1
T20220017108,0,3
T20220017111,0,2
T20220017112,0,1
T20220017113,0,1
T20220017115,0,3
T20220017116,0,1
T20220017117,0,2
T20220017118,0,2
T20220017120,0,2
T20220017121,0,1
T20220017125,0,3
T20220017126,0,1
T20220017129,0,1
T20220017130,0,2
T20220017132,0,1
T20220017135,0,2
T20220017136,0,3
T20220017137,0,1
T20220017140,0,3
T20220017142,0,1
T20220017144,0,1
T20220017145,0,3
T20220017146,0,2
T20220017147,0,2
T20220017148,0,2
T20220017150,0,2
T20220017152,0,1
T20220017157,0,2
T20220017158,0,1
T20220017159,0,2
T20220017160,0,1
T20220017163,0,3
T20220017164,0,1
T20220017168,0,2
T20220017169,0,1
T20220017171,0,2
T20220017172,0,1
T20220017173,0,1
T20220017174,0,1
T20220017178,0,2
T20220017180,0,1
T20220017181,0,3
T20220017183,0,2
T20220017184,0,2
T20220017185,0,1
T20220017189,0,3
T20220017194,0,1
T20220017196,0,2
T20220017197,0,2
T20220017199,0,5
T20220017200,0,1
T20220017203,1,2
T20220017205,0,1
T20220017207,0,2
T20220017208,0,1
T20220017213,0,2
T20220017216,0,2
T20220017217,0,1
T20220017219,0,2
T20220017220,0,1
T20220017222,0,1
T20220017224,0,1
T20220017225,0,1
T20220017226,0,2
T20220017227,0,2
T20220017228,0,2
T20220017230,0,1
T20220017231,0,2
T20220017232,0,2
T20220017233,0,1
T20220017235,0,2
T20220017242,0,3
T20220017243,0,2
T20220017246,0,1
T20220017248,0,2
T20220017250,0,2
T20220017252,0,2
T20220017256,0,1
T20220017259,0,2
T20220017262,0,2
T20220017263,0,2
T20220017265,0,1
T20220017267,0,5
T20220017270,0,3
T20220017274,0,3
T20220017276,0,2
T20220017277,0,1
T20220017281,0,1
T20220017283,0,2
T20220017284,0,2
T20220017287,0,2
T20220017288,0,2
T20220017291,0,2
T20220017292,0,2
T20220017296,0,2
T20220017297,0,2
T20220017298,1,2
T20220017303,0,2
T20220017304,1,1
T20220017305,0,1
T20220017307,0,2
T20220017308,0,2
T20220017309,0,1
T20220017311,0,1
T20220017312,0,4
T20220017314,0,2
T20220017315,0,1
T20220017316,0,1
T20220017321,0,2
T20220017322,0,4
T20220017323,0,1
T20220017324,0,2
T20220017327,0,1
T20220017329,0,1
T20220017330,0,1
T20220017333,0,2
T20220017335,0,2
T20220017336,0,2
T20220017337,1,3
T20220017339,0,2
T20220017341,0,2
T20220017342,1,2
T20220017343,0,1
T20220017344,0,1
T20220017346,0,1
T20220017348,0,3
T20220017354,0,2
T20220017355,0,2
T20220017357,0,2
T20220017360,0,1
T20220017361,0,2
T20220017366,0,2
T20220017368,0,2
T20220017372,0,2
T20220017374,0,2
T20220017377,1,3
T20220017379,0,2
T20220017381,0,1
T20220017383,0,1
T20220017389,0,4
T20220017390,0,2
T20220017391,0,1
T20220017392,0,1
T20220017395,0,2
T20220017398,0,2
T20220017399,0,2
T20220017400,0,1
T20220017402,0,1
T20220017404,0,2
T20220017405,1,1
T20220017406,0,1
T20220017411,0,2
T20220017412,0,1
T20220017413,0,2
T20220017414,0,3
T20220017415,0,4
T20220017416,0,2
T20220017418,0,3
T20220017425,0,1
T20220017426,0,1
T20220017428,0,2
T20220017429,0,3
T20220017430,0,2
T20220017431,0,2
T20220017432,0,2
T20220017434,0,2
T20220017435,0,1
T20220017436,0,1
T20220017437,0,2
T20220017439,0,2
T20220017441,0,2
T20220017444,0,2
T20220017450,0,3
T20220017451,0,2
T20220017452,0,2
T20220017454,0,2
T20220017455,0,1
T20220017456,0,2
T20220017462,0,2
T20220017464,0,2
T20220017466,0,1
T20220017467,0,1
T20220017469,0,2
T20220017471,0,3
T20220017472,0,2
T20220017473,0,3
T20220017474,0,1
T20220017475,0,1
T20220017476,0,2
T20220017477,0,2
T20220017478,0,1
T20220017479,0,3
T20220017480,0,2
T20220017482,0,1
T20220017483,0,2
T20220017484,0,3
T20220017485,0,2
T20220017487,0,2
T20220017488,0,1
T20220017491,0,1
T20220017492,0,2
T20220017493,0,1
T20220017495,0,2
T20220017496,0,1
T20220017501,1,2
T20220017503,0,2
T20220017504,0,1
T20220017506,0,2
T20220017508,0,2
T20220017510,0,1
T20220017512,0,1
T20220017514,0,3
T20220017516,0,2
T20220017517,0,2
T20220017518,1,2
T20220017520,0,1
T20220017522,0,2
T20220017523,0,2
T20220017524,0,2
T20220017526,0,1
T20220017527,0,2
T20220017528,0,1
T20220017529,0,2
T20220017533,0,2
T20220017536,0,2
T20220017537,0,1
T20220017541,0,1
T20220017543,0,1
T20220017544,0,2
T20220017546,0,2
T20220017549,0,3
T20220017552,0,2
T20220017553,0,2
T20220017556,0,1
T20220017558,0,2
T20220017560,0,1
T20220017562,0,1
T20220017564,0,1
T20220017565,0,1
T20220017566,0,1
T20220017567,0,2
T20220017568,0,1
T20220017569,0,3
T20220017570,0,1
T20220017575,0,2
T20220017578,0,2
T20220017580,0,2
T20220017581,0,2
T20220017582,0,2
T20220017585,0,1
T20220017586,0,2
T20220017592,0,2
T20220017593,0,2
T20220017594,0,2
T20220017597,0,2
T20220017602,0,1
T20220017605,0,1
T20220017606,0,2
T20220017608,0,1
T20220017609,0,3
T20220017610,0,2
T20220017613,0,4
T20220017615,0,1
T20220017617,0,2
T20220017618,0,2
T20220017619,0,1
T20220017622,0,2
T20220017623,0,2
T20220017624,0,2
T20220017625,0,2
T20220017626,0,3
T20220017634,0,2
T20220017635,0,2
T20220017637,0,2
T20220017639,0,2
T20220017643,0,1
T20220017644,0,1
T20220017645,0,1
T20220017654,0,2
T20220017655,0,1
T20220017656,0,2
T20220017657,0,3
T20220017659,1,2
T20220017661,0,1
T20220017662,0,2
T20220017664,0,4
T20220017665,0,2
T20220017667,0,2
T20220017668,0,2
T20220017669,0,2
T20220017670,0,1
T20220017672,0,2
T20220017675,0,1
T20220017678,0,1
T20220017682,0,2
T20220017684,0,1
T20220017688,1,1
T20220017691,0,3
T20220017693,0,3
T20220017698,0,2
T20220017699,0,2
T20220017702,0,2
T20220017705,0,3
T20220017706,0,1
T20220017707,0,2
T20220017711,0,1
T20220017713,0,2
T20220017715,1,2
T20220017717,0,2
T20220017718,0,1
T20220017719,0,1
T20220017721,0,2
T20220017724,0,1
T20220017726,0,2
T20220017727,0,1
T20220017728,0,2
T20220017729,0,2
T20220017733,0,2
T20220017737,0,2
T20220017739,1,2
T20220017741,0,3
T20220017743,0,1
T20220017744,0,2
T20220017745,0,2
T20220017746,0,2
T20220017747,0,2
T20220017748,0,3
T20220017750,0,2
T20220017751,0,1
T20220017752,0,1
T20220017756,0,3
T20220017760,0,2
T20220017761,0,2
T20220017762,0,3
T20220017767,0,4
T20220017769,0,1
T20220017771,0,2
T20220017773,0,2
T20220017775,0,2
T20220017776,0,2
T20220017777,0,5
T20220017778,0,2
T20220017781,0,2
T20220017784,0,4
T20220017788,0,2
T20220017789,0,2
T20220017793,1,4
T20220017794,0,1
T20220017798,0,1
T20220017799,0,1
T20220017800,1,2
T20220017802,0,2
T20220017803,0,3
T20220017806,0,2
T20220017807,0,3
T20220017808,0,1
T20220017810,0,2
T20220017811,0,2
T20220017812,0,2
T20220017815,0,1
T20220017816,0,2
T20220017817,0,4
T20220017818,0,2
T20220017820,0,2
T20220017822,0,1
T20220017823,0,2
T20220017824,0,2
T20220017825,0,1
T20220017826,0,2
T20220017828,0,2
T20220017830,0,1
